"","genes","merge","value","ID_sample","ID_lab","Lib","Seq_batch","Numero_unique_groupe","Numero_unique_specimen","Weight","Length","TAG","Tank_exp","Tank_sample","Temperature_acclim","Temperature_sampling","Delta_acclim","Delta_temperature","DatHr_euthan","deltaT.ARN","Time","ID","acclim","sampling","Delta_short","Delta_long","cluster","cutoff0.001","cutoff0.018","cutoff0.03","cutoff0.071","cutoff0.16","cutoff0.284","cutoff0.444","cutoff0.524","cutoff0.64","cutoff0.871","cutoff1.138","cutoff1.44","cutoff1.778","cutoff2.151","cutoff2.409","cutoff3.004","cutoff3.484","cutoff4","sum_cluster","sum_cluster2","cluster2","cluster_new"
"616","SEFA.17172.3","57.5",0.227987293130133,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,57,47,47,47,38,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"617","SEFA.17172.4","57.5",0.238367139369362,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,57,47,47,47,38,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"618","SEFA.17172.5","57.5",0.227535062003448,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,57,47,47,47,38,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"619","SEFA.17172.6","57.5",0.232478730199139,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,57,47,47,47,38,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"620","SEFA.17172.7","57.5",0.226309211265722,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,57,47,47,47,38,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"621","SEFA.17172.8","57.5",0.227504757190912,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,57,47,47,47,38,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"622","SEFA.17172.9","57.5",0.241527764148636,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,57,47,47,47,38,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"623","SEFA.17172.11","57.5",0.234303161263212,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,57,47,47,47,38,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"624","SEFA.17172.12","57.5",0.238364854964946,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,57,47,47,47,38,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"625","SEFA.17172.13","57.5",0.237638680974229,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,57,47,47,47,38,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"626","SEFA.17209.3","57.5",0.239551216360043,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,NA,NA,NA,NA,34,31,26,26,21,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"627","SEFA.17476.1","57.5",0.215550339924942,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,57,47,47,47,38,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"628","SEFA.17476.2","57.5",0.219964221895437,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,57,47,47,47,38,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"629","SEFA.91.1","57.5",-0.444260099598928,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,NA,NA,NA,NA,NA,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"630","SEFA.104.1","57.5",0.714205839580724,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,90,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"631","SEFA.104.2","57.5",0.714205839580724,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,90,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"632","SEFA.104.3","57.5",0.714205839580724,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,90,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"633","SEFA.104.4","57.5",0.712480906796549,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,90,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"634","SEFA.303.2","57.5",0.748098658021227,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,90,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"635","SEFA.303.3","57.5",0.752191178687945,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,90,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"636","SEFA.466.3","57.5",0.103175508391073,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,93,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"637","SEFA.467.1","57.5",0.140450698064718,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,93,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"638","SEFA.467.2","57.5",0.0987618445515123,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,93,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"639","SEFA.487.1","57.5",0.87719313981435,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"640","SEFA.698.1","57.5",0.305957260698446,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,57,47,47,47,38,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"641","SEFA.1070.1","57.5",0.193204308263009,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,80,80,80,62,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"642","SEFA.1105.1","57.5",0.119652120083877,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,NA,NA,NA,NA,NA,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"643","SEFA.1105.2","57.5",0.137367083495495,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,NA,NA,NA,NA,NA,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"644","SEFA.1210.1","57.5",-0.344686656289668,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,93,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"645","SEFA.1281.1","57.5",0.0254247067057696,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,93,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"646","SEFA.1356.1","57.5",0.336941668167679,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,90,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"647","SEFA.1357.1","57.5",-0.166916194784299,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,108,81,81,81,63,48,40,33,32,21,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"648","SEFA.1437.1","57.5",0.190470566313892,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,NA,NA,NA,NA,34,31,26,26,21,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"649","SEFA.1529.1","57.5",-0.525698483049011,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,NA,NA,NA,62,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"650","SEFA.1603.1","57.5",0.33410202689118,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,NA,NA,NA,NA,34,31,26,26,21,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"651","SEFA.1604.1","57.5",0.472256257368194,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,90,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"652","SEFA.1769.1","57.5",0.132593150858741,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,88,88,88,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"653","SEFA.1780.1","57.5",0.0161435425321618,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,90,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"654","SEFA.1960.1","57.5",-0.056229461709597,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,NA,NA,NA,62,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"655","SEFA.1966.1","57.5",0.649004505402402,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,88,88,88,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"656","SEFA.2225.1","57.5",0.216549149072535,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,88,88,88,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"657","SEFA.2724.1","57.5",-0.345268599567059,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,NA,NA,NA,NA,NA,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"658","SEFA.3207.1","57.5",0.0687079303121403,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,88,88,88,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"659","SEFA.3494.1","57.5",-0.220986601574776,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,NA,NA,NA,62,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"660","SEFA.3849.1","57.5",0.130274898985596,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,NA,NA,NA,NA,34,31,26,26,21,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"661","SEFA.4702.1","57.5",-0.218979971727125,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,88,88,88,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"662","SEFA.4771.1","57.5",0.444255708298041,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,88,88,88,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"663","SEFA.4844.1","57.5",0.388843730694597,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,47,47,47,38,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"664","SEFA.4845.1","57.5",0.256256753203037,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,93,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"665","SEFA.5355.1","57.5",-0.41887231542087,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,108,81,81,81,63,48,40,33,32,21,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"666","SEFA.5943.1","57.5",-0.214623746096915,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,93,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"667","SEFA.6021.1","57.5",-0.570903554123619,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,NA,NA,NA,62,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"668","SEFA.6021.2","57.5",-0.474575712900432,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,108,81,81,81,63,48,40,33,32,21,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"669","SEFA.6607.1","57.5",-0.136508715585049,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,80,80,80,62,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"670","SEFA.6917.1","57.5",-0.0390836215116536,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,NA,NA,NA,63,48,40,33,32,21,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"671","SEFA.7168.1","57.5",0.440229118298449,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,93,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"672","SEFA.7184.2","57.5",0.263023526922192,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,80,80,80,62,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"673","SEFA.7361.1","57.5",0.454422815421294,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,80,80,80,62,31,28,23,23,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"674","SEFA.7462.1","57.5",0.201033766665785,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,90,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"675","SEFA.7462.2","57.5",0.157010440820658,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,93,69,69,69,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
"676","SEFA.7462.3","57.5",0.19320248814711,"ARN_22_00014","S14","NS.1812.001.NEBNext_dual_i7_216---NEBNext_dual_i5_264.ARN_22_00014","1812","G_21_09215","S_21_06013",321.86,263,33973,"A3","B4",5,7.5,"10mo",-2.5,44489.44,91,"24h","1812.ARN_22_00014","5","7.5","up","0",12,NA,88,88,88,54,25,22,19,19,16,11,9,8,8,5,5,4,1,266,"266",1,"Group S01 (266)"
